ID	Form	Last_form	Rarity	Name (E)	Name (J)	Group	Level	PV	KB	Movement Speed	AP	DPS	Target	Attack Frequency	Range	Cost	Respawn	Ability	Strength_White	Strength_Red	Strength_Floating	Strength_Black	Strength_Metal	Strength_Angel	Strength_Alien	Strength_Zombies	Strength_Relic	Resist_White	Resist_Red	Resist_Floating	Resist_Black	Resist_Metal	Resist_Angel	Resist_Alien	Resist_Zombies	Resist_Relic	Shockwave	Critic	Owned	DPS_White	DPS_Red	DPS_Floating	DPS_Black	DPS_Metal	DPS_Angel	DPS_Alien	DPS_Zombies	DPS_Relic	Min_Range	Max_Range
252	3	1	レア	Sengoku Ashura	傾奇者アシュラ		Lv 30 + 0	10,200	2	7	4250	1700	単体	75	175	975	196	対 全ての敵（メタル 無 魔 使 除く） 25％の確率でふっとばす	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1700	1700	1700	1700	1700	1700	1700	1700	1700	0	175	no_update
253	1	0	レア	Battle Balloon	バトルバルーン		Lv 30 + 0	17,000	1	5	1105	603	範囲	55	360	1350	706	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	603	603	603	603	603	603	603	603	603	0	360	no_update
253	2	0	レア	Pirate Btl. Balloon	海賊バトルバルーン		Lv 30 + 0	17,000	1	5	1105	603	範囲	55	360	1350	706	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	603	603	603	603	603	603	603	603	603	0	360	no_update
253	3	1	レア	UFO Btl. Balloon	バトルバルーンUFO		Lv 30 + 0	17,000	1	5	1105	603	範囲	55	380	1350	706	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	603	603	603	603	603	603	603	603	603	0	380	no_update
254	1	0	レア	Dragon Rider	ドラゴンライダー		Lv 30 + 0	7,650	3	12	1020	494	単体	62	330	675	116	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	494	494	494	494	494	494	494	494	494	0	330	no_update
254	2	0	レア	Horn Dragon Rider	ボーンドラゴンライダー		Lv 30 + 0	7,650	3	12	1020	494	単体	62	330	675	116	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	494	494	494	494	494	494	494	494	494	0	330	no_update
254	3	1	レア	Flame Dragon Rider	フレイムドラゴンライダー		Lv 30 + 0	7,650	3	12	2040	987	単体	62	330	675	116	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	987	987	987	987	987	987	987	987	987	0	330	no_update
255	1	0	レア	Pretty Cat	プリティキャット		Lv 30 + 0	9,860	4	9	2550	1628	単体	47	180	990	186	対 全ての敵（メタル 無 魔 使 除く） 5％の確率で60～72F動きを止める 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1628	1628	1628	1628	1628	1628	1628	1628	1628	0	180	no_update
255	2	0	レア	Lovely Pretty Cat	ラブリープリティキャット		Lv 30 + 0	9,860	4	9	2550	1628	単体	47	180	990	186	対 全ての敵（メタル 無 魔 使 除く） 5％の確率で60～72F動きを止める 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1628	1628	1628	1628	1628	1628	1628	1628	1628	0	180	no_update
255	3	1	レア	Cyber Pretty Cat	サイバープリティキャット		Lv 30 + 0	9,860	4	9	2550	1628	単体	47	180	990	186	対 全ての敵（メタル 無 魔 使 除く） 10％の確率で60～72F動きを止める 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1628	1628	1628	1628	1628	1628	1628	1628	1628	0	180	no_update
256	1	0	レア	Cyclops	サイクロプス		Lv 30 + 0	20,400	2	6	7650	1471	単体	156	400	2250	1426	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1471	1471	1471	1471	1471	1471	1471	1471	1471	0	400	no_update
256	2	0	レア	Cyclops of Steel	鋼鉄のサイクロプス		Lv 30 + 0	20,400	2	6	7650	1471	単体	156	400	2250	1426	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1471	1471	1471	1471	1471	1471	1471	1471	1471	0	400	no_update
256	3	1	レア	Cyclops of Time-space	時空のサイクロプス		Lv 30 + 0	20,400	2	6	7650	1471	単体	156	410	2250	1426	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1471	1471	1471	1471	1471	1471	1471	1471	1471	0	410	no_update
257	1	0	EX	Golem	ゴーレム		Lv 30 + 0	25,500	1	4	14875	1223	範囲	365	415	2400	2146	対 全ての敵（浮 無 魔 使 除く） 10％の確率で120～144F動きを遅くする 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1223	1223	1223	1223	1223	1223	1223	1223	1223	0	415	no_update
257	2	0	EX	Rabbit Golem	うさぎゴーレム		Lv 30 + 0	25,500	1	4	14875	1223	範囲	365	415	2400	2146	対 全ての敵（浮 無 魔 使 除く） 10％の確率で120～144F動きを遅くする 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1223	1223	1223	1223	1223	1223	1223	1223	1223	0	415	no_update
257	3	1	EX	Volcano Golem	ボルケーノゴーレム		Lv 30 + 0	25,500	1	4	14875	1223	範囲	365	415	2400	2146	対 全ての敵（浮 無 魔 使 除く） 20％の確率で120～144F動きを遅くする 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1223	1223	1223	1223	1223	1223	1223	1223	1223	0	415	no_update
258	1	0	超激レア	Thunder God Zeus	天空神ゼウス	The Almighties	Lv 30 + 0	53,550	2	8	24650	4131	範囲	179	480	4800	4746	対 天使 打たれ強い（被ダメx0.25～0.2） 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.25	1	1	1	0	0	1	4131	4131	4131	4131	4131	4131	4131	4131	4131	0	480	no_update
258	2	1	超激レア	The Majestic Zeus	ギガントゼウス	The Almighties	Lv 30 + 0	64,600	2	8	32300	5413	範囲	179	480	4800	4746	対 天使 打たれ強い（被ダメx0.25～0.2） 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.25	1	1	1	0	0	1	5413	5413	5413	5413	5413	5413	5413	5413	5413	0	480	no_update
259	1	0	超激レア	Anubis the Protector	守護神アヌビス	The Almighties	Lv 30 + 0	40,800	3	18	35700	4011	範囲	267	425	4200	4146	対 ゾンビ ゾンビキラー（倒した時、蘇生無効） 無効（波動 遅くする）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	4011	4011	4011	4011	4011	4011	4011	4011	4011	0	425	no_update
259	2	1	超激レア	Anubis the Unblemished	パーフェクトアヌビス	The Almighties	Lv 30 + 0	54,400	3	18	47600	5348	範囲	267	425	4200	4146	対 ゾンビ ゾンビキラー（倒した時、蘇生無効） 無効（波動 遅くする）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	5348	5348	5348	5348	5348	5348	5348	5348	5348	0	425	no_update
260	1	0	超激レア	Radiant Aphrodite	美女神アフロディーテ	The Almighties	Lv 30 + 0	33,150	4	7	30600	2557	範囲	359	600	4500	3946	対 エイリアン 超ダメージ（与ダメx3～4）  遠方範囲攻撃（450～850）	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	0	0	0	2557	2557	2557	2557	2557	2557	7671	2557	2557	450	850	no_update
260	2	1	超激レア	Megaphrodite	メガロディーテ	The Almighties	Lv 30 + 0	44,200	4	7	40800	3409	範囲	359	600	4500	3946	対 エイリアン 超ダメージ（与ダメx3～4）  遠方範囲攻撃（450～850）	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	0	0	0	3409	3409	3409	3409	3409	3409	10227	3409	3409	450	850	no_update
261	1	0	激レア	Catway	ネコウェイ		Lv 30 + 0	5,100	3	10	3400	1097	範囲	93	355	1200	246	対 赤い敵 黒い敵 天使 めっぽう強い（与ダメx1.5～1.8 被ダメx0.5～0.4） 	1	1.5	1	1.5	1	1.5	1	1	1	1	0.5	1	0.5	1	0.5	1	1	1	0	0	1	1097	1645	1097	1645	1097	1645	1097	1097	1097	0	355	no_update
261	2	0	激レア	Drone Cat	ネコドローン		Lv 30 + 0	6,205	3	10	4505	1453	範囲	93	355	1200	246	対 赤い敵 黒い敵 天使 めっぽう強い（与ダメx1.5～1.8 被ダメx0.5～0.4） 	1	1.5	1	1.5	1	1.5	1	1	1	1	0.5	1	0.5	1	0.5	1	1	1	0	0	1	1453	2179	1453	2179	1453	2179	1453	1453	1453	0	355	no_update
261	3	1	激レア	Time Traveller Cat	ネコタイムマシン		Lv 30 + 0	10,625	3	10	6715	2166	範囲	93	355	1200	246	対赤い敵黒い敵天使めっぽう強い（与ダメx1.5～1.8被ダメ1/2～1/2.5）	1	1.5	1	1.5	1	1.5	1	1	1	1	0.5	1	0.5	1	0.5	1	1	1	0	0	1	2166	3249	2166	3249	2166	3249	2166	2166	2166	0	355	no_update
262	1	1	超激レア	Hayabusa	天誅ハヤブサ	Dark Heroes	Lv 30 + 0	46,750	7	25	10200	2054	範囲	149	365	4275	3246	30％の確率でクリティカル攻撃 遠方範囲攻撃（250～650） 無効（遅くする）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	30	1	2670	2670	2670	2670	2670	2670	2670	2670	2670	250	650	no_update
262	2	1	超激レア	Oni Hayabusa	斬魔ハヤブサ	Dark Heroes	Lv 30 + 0	46,750	7	25	20400	4107	範囲	149	365	4275	3246	対 エイリアン 50％の確率でふっとばす 対 エイリアン 50％の確率で100～120F動きを遅くする  遠方範囲攻撃（250～650） 無効（遅くする）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	4107	4107	4107	4107	4107	4107	4107	4107	4107	250	650	no_update
262	3	1	超激レア	Akuma Hayabusa	滅殺ハヤブサ	Dark Heroes	Lv 30 + 0	46,750	7	25	20400	4107	範囲	149	365	4275	3246	対ゾンビ50％の確率でふっとばす対ゾンビ50％の確率で100～120F動きを遅くする対ゾンビゾンビキラー（撃破時蘇生無効）遠方範囲攻撃（250～650）無効（遅くする）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	4107	4107	4107	4107	4107	4107	4107	4107	4107	250	650	no_update
263	1	0	EX	Nyamusu	ニャームス		Lv 30 + 0	8,840	3	8	4080	821	範囲	149	300	840	346	対 赤い敵 30％の確率で90～108F動きを止める 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	821	821	821	821	821	821	821	821	821	0	300	no_update
263	2	1	EX	Neko Nyamusu	ネコニャームス		Lv 30 + 0	11,900	3	8	5440	1095	範囲	149	300	840	346	対 赤い敵 30％の確率で90～108F動きを止める 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1095	1095	1095	1095	1095	1095	1095	1095	1095	0	300	no_update
264	1	0	EX	Pochi	ポチ		Lv 30 + 0	7,650	2	7	1530	685	単体	67	150	510	226	2％の確率でクリティカル攻撃	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	0	698	698	698	698	698	698	698	698	698	0	150	no_update
264	2	1	EX	Tank Pochi	タンクポチ		Lv 30 + 0	10,200	2	7	2040	913	単体	67	150	510	226	2％の確率でクリティカル攻撃	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	0	931	931	931	931	931	931	931	931	931	0	150	no_update
265	1	0	EX	Kuromi	クロミ		Lv 30 + 0	7,140	4	12	1020	765	単体	40	160	480	166	2連続攻撃（510 510） 対 黒い敵 めっぽう強い（与ダメx1.5～1.8 被ダメx0.5～0.4） 	1	1	1	1.5	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	0	0	0	765	765	765	1147	765	765	765	765	765	0	160	no_update
265	2	1	EX	Kuromi and Cats	クロミとにゃんこたち		Lv 30 + 0	9,350	4	12	1360	1020	単体	40	160	480	166	2連続攻撃（680 680） 対 黒い敵 めっぽう強い（与ダメx1.5～1.8 被ダメx0.5～0.4） 	1	1	1	1.5	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	0	0	0	1020	1020	1020	1530	1020	1020	1020	1020	1020	0	160	no_update
266	1	0	EX	Setsuko	せつ子		Lv 30 + 0	7,480	1	5	1530	256	範囲	179	240	540	266	対 赤い敵 30％の確率でふっとばす	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	256	256	256	256	256	256	256	256	256	0	240	no_update
266	2	1	EX	Setsuko Love Mackerel	せつ子Love鯖		Lv 30 + 0	9,860	1	5	2040	342	範囲	179	240	540	266	対 赤い敵 30％の確率でふっとばす	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	342	342	342	342	342	342	342	342	342	0	240	no_update
267	1	0	EX	Nebaaru-kun	ねば～る君		Lv 30 + 0	10,370	3	9	5270	1189	範囲	133	225	900	386	対 浮いてる敵 30％の確率で90～108F動きを遅くする 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1189	1189	1189	1189	1189	1189	1189	1189	1189	0	225	no_update
267	2	1	EX	Nebaaru-kun and Cat	ねば～る君とにゃんこ		Lv 30 + 0	13,940	3	9	7140	1611	範囲	133	225	900	386	対 浮いてる敵 30％の確率で90～108F動きを遅くする 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1611	1611	1611	1611	1611	1611	1611	1611	1611	0	225	no_update
268	1	0	激レア	Catornado	ネコタイフーン		Lv 30 + 0	11,730	3	9	407	2035	範囲	6	180	1350	586	5％の確率でクリティカル攻撃	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	5	1	2136	2136	2136	2136	2136	2136	2136	2136	2136	0	180	no_update
268	2	0	激レア	Hurricat	ネコハリケーン		Lv 30 + 0	15,300	3	9	510	2550	範囲	6	180	1350	586	5％の確率でクリティカル攻撃	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	5	1	2677	2677	2677	2677	2677	2677	2677	2677	2677	0	180	no_update
268	3	1	激レア	Catyphoon	ネコあらし		Lv 30 + 0	26,010	3	14	510	2550	範囲	6	180	1350	586	5％の確率でクリティカル	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	5	1	2677	2677	2677	2677	2677	2677	2677	2677	2677	0	180	no_update
269	1	0	EX	Red Riding Mina	ネコずきんミーニャ		Lv 30 + 0	20,400	4	10	10200	1569	範囲	195	435	3900	2946	遠方範囲攻撃（300～600）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1569	1569	1569	1569	1569	1569	1569	1569	1569	300	600	no_update
269	2	0	EX	Crimson Mina	ラブリィずきんミーニャ		Lv 30 + 0	20,400	4	10	10200	1569	範囲	195	435	3900	2946	遠方範囲攻撃（300～600）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1569	1569	1569	1569	1569	1569	1569	1569	1569	300	600	no_update
269	3	1	EX	Awakened Mina	覚醒ラブずきんミーニャ		Lv 30 + 0	30,600	4	10	20400	3138	範囲	195	435	3900	2946	対 古代種 50％の確率で100F攻撃力50％に低下 遠方範囲攻撃（300～700） 無効（古代の呪い）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	3138	3138	3138	3138	3138	3138	3138	3138	3138	300	700	no_update
270	1	0	超激レア	Baby Gao	幼獣ガオ	Uberfest	Lv 30 + 0	13,600	5	9	6800	2217	範囲	92	310	900	226	対 全ての敵（白 無 魔 使 除く） めっぽう強い（与ダメx1.5～1.8 被ダメx0.5～0.4） 	1	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0	1	2217	3325	3325	3325	3325	3325	3325	3325	3325	0	310	no_update
270	2	1	超激レア	Mighty Lord Gao	皇獣ガオウ	Uberfest	Lv 30 + 0	64,600	4	9	27200	5197	範囲	157	470	6000	4346	対 全ての敵（白 無 魔 使 除く） めっぽう強い（与ダメx1.5～1.8 被ダメx0.5～0.4）  5％の確率でクリティカル攻撃 無効（波動）	1	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	5	1	5456	8055	8055	8055	8055	8055	8055	8055	8055	0	470	no_update
271	1	0	超激レア	Crazed Yuki	狂乱のユキ	Annihilation City	Lv 30 + 0	19,550	5	8	25330	1853	範囲	410	420	4320	3146	対 赤い敵 黒い敵 超ダメージ（与ダメx3～4） 	1	3	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1853	5559	1853	5559	1853	1853	1853	1853	1853	0	420	no_update
271	2	0	超激レア	Crazed Yuki Cat	狂乱のユキ＆ネコ	Annihilation City	Lv 30 + 0	36,550	5	8	50660	3707	範囲	410	420	4320	3146	対 赤い敵 黒い敵 超ダメージ（与ダメx3～4） 	1	3	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	3707	11121	3707	11121	3707	3707	3707	3707	3707	0	420	no_update
271	3	1	超激レア	Crazed Nekomimi Yuki	狂乱のネコ耳ユキ	Annihilation City	Lv 30 + 0	53,550	5	16	63325	4634	範囲	410	420	4320	3146	対 赤い敵 黒い敵 超ダメージ（与ダメx3～4）  無効（遅くする）	1	3	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	4634	13902	4634	13902	4634	4634	4634	4634	4634	0	420	no_update
272	1	0	超激レア	Shining Amaterasu	太陽神アマテラス	The Almighties	Lv 30 + 0	37,060	4	10	12750	1922	範囲	199	455	4740	3746	対 全ての敵（白 無 魔 使 除く） 超ダメージ（与ダメx3～4） 	1	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	0	0	0	1922	5766	5766	5766	5766	5766	5766	5766	5766	0	455	no_update
272	2	1	超激レア	Glorious Amaterasu	テラアマテラス	The Almighties	Lv 30 + 0	50,660	4	10	17000	2563	範囲	199	455	4740	3746	対 全ての敵（白 無 魔 使 除く） 超ダメージ（与ダメx3～4） 	1	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	0	0	0	2563	7689	7689	7689	7689	7689	7689	7689	7689	0	455	no_update
273	1	0	超激レア	Splendid Ganesha	繁栄神ガネーシャ	The Almighties	Lv 30 + 0	43,860	5	9	25160	2705	範囲	279	400	4350	3446	残り体力80％以下で攻撃力50％上昇 遠方範囲攻撃（275～725）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	2705	2705	2705	2705	2705	2705	2705	2705	2705	275	725	no_update
273	2	1	超激レア	Exalted Ganesha	ガネーシャエクサ	The Almighties	Lv 30 + 0	59,160	5	9	33660	3619	範囲	279	400	4350	3446	残り体力80％以下で攻撃力50％上昇 遠方範囲攻撃（275～725）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	3619	3619	3619	3619	3619	3619	3619	3619	3619	275	725	no_update
274	1	0	激レア	Cheerleader Cat	チアにゃんこ		Lv 30 + 0	10,200	3	10	5100	251	単体	609	350	900	946	対 ゾンビ ゾンビキラー（倒した時、蘇生無効） 100％の確率でクリティカル攻撃	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	100	1	502	502	502	502	502	502	502	502	502	0	350	no_update
274	2	0	激レア	Waitress Cat	ネコウエイトレス		Lv 30 + 0	13,600	3	10	6800	335	単体	609	350	900	946	対 ゾンビ ゾンビキラー（倒した時、蘇生無効） 100％の確率でクリティカル攻撃	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	100	1	670	670	670	670	670	670	670	670	670	0	350	no_update
274	3	1	激レア	Soba Cat	にゃんこそば		Lv 30 + 0	17,000	3	10	8500	419	単体	609	350	900	946	対ゾンビゾンビキラー（撃破時蘇生無効）100％の確率でクリティカル	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	100	1	838	838	838	838	838	838	838	838	838	0	350	no_update
275	1	0	超激レア	Tropical Kalisa	トロピカルカリファ	Gals of Summer	Lv 30 + 0	25,840	5	27	21250	4222	範囲	151	340	3900	1946	対 赤い敵 超ダメージ（与ダメx3～4） 	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	4222	12666	4222	4222	4222	4222	4222	4222	4222	0	340	no_update
275	2	1	超激レア	Tropical Kalisa Χ	トロピカルXカリファ	Gals of Summer	Lv 30 + 0	43,180	5	27	34000	6755	範囲	151	340	3900	1946	対 赤い敵 超ダメージ（与ダメx3～4） 	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	6755	20265	6755	6755	6755	6755	6755	6755	6755	0	340	no_update
276	1	0	超激レア	Midsummer Rabbit	真夏のホワイトラビット	Gals of Summer	Lv 30 + 0	48,960	6	11	38760	4123	範囲	282	465	4950	3946	対 黒い敵 天使 100％の確率で140～168F動きを遅くする 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	4123	4123	4123	4123	4123	4123	4123	4123	4123	0	465	no_update
276	2	1	超激レア	Midsummer Cat	真夏のブラックキャット	Gals of Summer	Lv 30 + 0	48,960	6	11	38760	4123	範囲	282	465	4950	3946	対 黒い敵 天使 めっぽう強い（与ダメx1.5～1.8 被ダメx0.5～0.4） 	1	1	1	1.5	1	1.5	1	1	1	1	1	1	0.5	1	0.5	1	1	1	0	0	1	4123	4123	4123	6184	4123	6184	4123	4123	4123	0	465	no_update
277	1	0	激レア	Sunny Neneko	夏色ねねこ		Lv 30 + 0	8,500	3	5	1700	81	単体	627	310	148	1744	100％の確率でクリティカル攻撃	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	100	1	162	162	162	162	162	162	162	162	162	0	310	no_update
277	2	1	激レア	Seaside Neneko	海辺のねねこ		Lv 30 + 0	15,300	3	5	2550	122	単体	627	310	148	1744	100％の確率でクリティカル攻撃	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	100	1	244	244	244	244	244	244	244	244	244	0	310	no_update
278	1	0	レア	Funghi	なめこ		Lv 30 + 0	1,870	3	9	340	90	単体	113	150	90	60	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	90	90	90	90	90	90	90	90	90	0	150	no_update
278	2	1	レア	Funghi 'n' Cat	なめこ＆にゃんこ		Lv 30 + 0	1,870	3	9	170	30	単体	171	200	90	60	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	30	30	30	30	30	30	30	30	30	0	200	no_update
279	1	0	EX	Tanky	なめこタンク		Lv 30 + 0	10,200	3	6	3400	658	単体	155	380	900	406	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	658	658	658	658	658	658	658	658	658	0	380	no_update
279	2	1	EX	Tanky 'n' Cat	なめこタンク＆にゃんこ		Lv 30 + 0	10,200	3	6	3400	658	単体	155	380	900	406	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	658	658	658	658	658	658	658	658	658	0	380	no_update
280	1	0	EX	White Cat	白ネコなめこ		Lv 30 + 0	6,800	3	12	2040	542	単体	113	175	660	106	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	542	542	542	542	542	542	542	542	542	0	175	no_update
280	2	1	EX	Gross White Cat	キモ白ネコなめこ		Lv 30 + 0	6,800	3	12	2040	467	単体	131	350	660	106	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	467	467	467	467	467	467	467	467	467	0	350	no_update
281	1	0	EX	Fortressy	要塞なめこ		Lv 30 + 0	7,650	1	7	170	40	単体	126	130	180	60	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	40	40	40	40	40	40	40	40	40	0	130	no_update
281	2	1	EX	Castley	なめこ＆要塞にゃんこ		Lv 30 + 0	7,650	1	7	170	40	単体	126	130	180	60	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	40	40	40	40	40	40	40	40	40	0	130	no_update
282	1	0	レア	Futenyan	ふてニャン		Lv 30 + 0	5,100	2	6	1480	673	単体	66	150	450	106	対 赤い敵 めっぽう強い（与ダメx1.5～1.8 被ダメx0.5～0.4） 	1	1.5	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	0	0	0	673	1009	673	673	673	673	673	673	673	0	150	no_update
282	2	1	レア	Massaging Futenyan	モミモミふてニャン		Lv 30 + 0	5,100	2	12	1002	455	単体	66	150	450	106	対 赤い敵 めっぽう強い（与ダメx1.5～1.8 被ダメx0.5～0.4） 	1	1.5	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	0	0	0	455	682	455	455	455	455	455	455	455	0	150	no_update
283	1	0	レア	Awa-Odori Cat	ネコ阿波踊り		Lv 30 + 0	2,550	3	8	205	143	単体	43	140	75	60	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	143	143	143	143	143	143	143	143	143	0	140	no_update
283	2	1	レア	So-Ran Cat	ネコソーラン		Lv 30 + 0	2,550	3	8	205	143	単体	43	140	75	60	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	143	143	143	143	143	143	143	143	143	0	140	no_update
284	1	0	超激レア	Pai-Pai	猫飯拳パイパイ	Red Busters	Lv 30 + 0	47,600	3	20	51000	4826	範囲	317	440	4500	3346	対 赤い敵 超ダメージ（与ダメx3～4）  対 赤い敵 打たれ強い（被ダメx0.25～0.2）  無効（攻撃力低下）	1	3	1	1	1	1	1	1	1	1	0.25	1	1	1	1	1	1	1	0	0	1	4826	14478	4826	4826	4826	4826	4826	4826	4826	0	440	no_update
284	2	1	超激レア	Pai-Pai Z	猫飯拳パイパイZ	Red Busters	Lv 30 + 0	47,600	3	20	51000	4826	範囲	317	440	4500	3346	対 赤い敵 超ダメージ（与ダメx3～4）  対 赤い敵 打たれ強い（被ダメx0.25～0.2）  無効（攻撃力低下）	1	3	1	1	1	1	1	1	1	1	0.25	1	1	1	1	1	1	1	0	0	1	4826	14478	4826	4826	4826	4826	4826	4826	4826	0	440	no_update
285	1	0	激レア	Express Cat	ネコ特急		Lv 30 + 0	10,200	1	60	17000	2537	単体	201	140	750	586	倒した時、貰えるお金x2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	2537	2537	2537	2537	2537	2537	2537	2537	2537	0	140	no_update
285	2	0	激レア	Maglev Cat	ネコ超特急		Lv 30 + 0	15,300	1	75	25500	3806	単体	201	140	750	586	倒した時、貰えるお金x2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	3806	3806	3806	3806	3806	3806	3806	3806	3806	0	140	no_update
285	3	1	激レア	Bullet Train Cat	ネコエクスプレス		Lv 30 + 0	20,400	1	85	29750	4440	単体	201	140	750	586	撃破時お金x2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	4440	4440	4440	4440	4440	4440	4440	4440	4440	0	140	no_update
